,B01001_002E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01003_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B03003_002E,B03003_003E,B05002_002E,B05002_003E,B05002_004E,B05002_009E,B05002_013E,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B07001_017E,B07001_033E,B07001_049E,B07001_065E,B07001_081E,B08101_001E,B08101_025E,B08101_033E,B08101_049E,B14001_002E,B14001_008E,B14001_009E,B15002_001E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,B17001_002E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19013_001E,B19081_001E,B19081_002E,B19081_003E,B19081_004E,B19081_005E,B19081_006E,B21001_002E,B21001_003E,B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,B24020_001E,B24020_112E,B24020_131E,B24020_263E,B24020_282E,B25001_001E,B25002_002E,B25002_003E,B25003_001E,B25003_002E,B25003_003E,B25027_001E,B25027_002E,B25027_010E,B25063_001E,B25064_001E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,B25088_001E,year
NY-18,358339,24177,26542,17279,12436,6152,5612,17016,19958,19543,20668,22011,27181,28493,26657,8598,10947,8115,9713,10084,7986,5110,4374,361929,22824,24028,16066,10882,6245,4226,12643,19018,19124,21086,23062,28310,29730,25820,9116,13001,7515,10963,13358,7992,7758,10000,720268,548064,71883,2348,22096,417,54517,20943,601968,118300,644263,519478,105753,19032,76005,475291,42118,133077,135698,94699,69699,653269,28553,20254,10112,1823,332984,21269,11624,19977,193710,45098,8332,475291,44727,22107,6064,3257,49972,30589,5151,2531,70306,246323,12476,8420,7153,9171,8645,10363,7872,8594,6979,15999,21733,32576,28321,19081,23951,24989,79540,16850,45625,78948,120481,266322,499705,35746,510320,571395,361171,356699,335488,21211,4472,210224,233869,17793,19737,325,4519,273901,246323,27578,246323,171071,75252,171071,121338,49733,75252,1188,171071,1109,380,232,413,778,165,465,202,467,1273,908,1492,913,4450,3938,10822,11456,23042,24739,37887,20240,13488,6311,2721,1920,2015
NY-19,353357,18889,19996,13685,11378,6342,5231,13361,20029,18684,20701,19192,25676,28647,29478,9903,14367,10405,11484,15430,10153,6787,5993,351687,18226,18796,12253,11873,6966,4407,11393,17136,19058,19809,18634,23552,28425,27699,11525,15593,9460,12651,17475,12871,8655,8918,705044,628860,31126,1081,11548,318,13664,18447,653334,51710,663018,535841,116648,10529,42026,498390,51686,162278,143484,75105,65837,622375,37510,27234,9074,2258,317993,7371,14272,17309,158512,41362,6253,498390,35912,18934,4979,4129,39193,30870,3441,3484,92150,269443,16182,13445,12628,13477,12903,12322,13137,12204,10304,20846,31337,33714,26826,12779,16582,10757,58298,13262,34483,57988,88704,182106,309420,43747,525421,587620,346683,346510,325528,20982,173,240937,216951,25606,21990,807,3188,360528,269443,91085,269443,194480,74963,194480,113101,81379,74963,894,194480,1651,1091,689,1177,995,1137,587,2596,3281,3088,4850,5781,5003,15115,13978,20078,17443,31693,20330,22798,8622,7366,2365,1329,1161,2015
NY-20,355402,19778,21084,13305,13502,5877,7698,17041,24110,23522,21916,21372,22988,25555,25801,8986,12947,7904,11027,11250,7157,5735,6768,371814,19456,19898,12216,11984,7836,5758,17529,25147,23591,22363,21757,24244,26217,26000,10364,13698,9513,10200,14686,10198,8786,12112,727216,581140,64709,878,38024,390,15493,26582,681179,46037,662863,551220,103278,8365,64353,495914,40907,130750,143786,98245,82226,621552,50655,30118,12055,5691,359474,15851,13808,14765,189426,58531,12545,495914,51634,22395,6520,7817,46611,35291,6236,3967,78837,283768,16402,12916,13214,13319,12642,12815,10655,11930,11239,22864,29678,38736,25111,17556,19149,15542,61393,13995,36602,61708,94579,197428,334022,41208,540287,599543,387670,386026,364936,21090,1644,211873,254758,17436,16640,174,3782,328441,283768,44673,283768,170271,113497,170271,108972,61299,113497,914,170271,1241,762,705,914,350,599,120,1519,1832,2058,3737,4178,4658,11630,12030,20645,16998,27403,21529,21636,7868,5089,1554,863,1233,2015
NY-21,365039,22015,20203,13202,10516,7306,7263,15406,25598,23012,21756,22044,24658,27115,26838,9013,14170,9292,9344,14333,7855,5927,6114,345803,18501,20175,12634,9325,5815,5195,13455,18738,19947,18507,21074,23826,27280,27246,8987,12359,9945,10708,14047,10129,8326,9968,710842,658021,23088,2729,6770,422,5687,14125,687318,23524,688221,544754,133430,10037,22621,488156,53069,175449,149436,61649,48553,591162,55157,33014,18009,4945,314966,2958,13280,13920,155963,36607,5105,488156,31223,13265,3628,2537,30426,25541,2213,1369,93932,272287,18113,13803,14495,15662,14178,14808,12792,14988,12383,24298,30817,36029,21817,12288,10046,5770,51580,12463,31525,51770,77932,149668,241196,56349,495028,579498,344269,333209,312500,20709,11060,235229,207333,22299,25067,1146,5200,370282,272287,97995,272287,190931,81356,190931,105612,85319,81356,814,190931,3396,812,1437,2543,1826,3096,1774,5646,7065,7930,9561,11750,8801,22095,17711,19357,12975,19188,10656,12268,4445,3789,1120,957,855,2015
NY-22,353298,20650,21492,14405,12486,6067,6475,16273,21253,21040,18290,20125,23173,26769,26774,10511,12355,8700,11002,13875,10102,5718,6491,358093,20295,19340,13317,12270,7755,6439,13730,20125,19567,17271,20139,23126,26331,25813,9593,15235,8770,11708,15516,12272,9135,12544,711391,637135,27994,1334,19480,1165,7283,17000,685292,26099,676524,574281,93153,9090,34867,483323,50567,166223,153292,65017,48224,613026,55488,25330,8520,2769,310950,4166,13456,12016,173740,49014,6402,483323,31034,14724,4091,2823,33983,23272,2023,1291,107555,275235,20440,14727,15942,16173,14895,15655,14324,11979,11915,24755,28043,34730,21282,13635,9200,7540,50416,11521,29894,49915,77368,158091,268693,47757,516837,582802,341892,341668,319370,22298,224,240910,211555,21371,26501,126,4373,320029,275235,44794,275235,187903,87332,187903,102943,84960,87332,708,187903,3382,1228,1629,1201,1755,2090,2044,6030,7160,11477,13696,15586,12069,28060,18387,17923,11866,12246,8174,6082,2357,2165,650,438,831,2015
NY-23,350974,18460,22029,14308,14081,7218,7876,16269,22179,20019,18102,19286,22227,24832,26170,10558,13357,8684,11006,13516,9910,6446,5487,357398,18604,19751,12632,14835,7202,9738,13097,19959,20126,18222,19985,21123,26628,28228,9637,12699,8876,12243,14666,12080,7644,10771,708372,642257,21513,4051,18442,180,6759,15170,682257,26115,679023,528230,143236,7557,29349,474666,47204,165919,136799,65949,58795,603320,54962,23858,13368,4257,310598,4871,18774,11838,178157,55995,10223,474666,30536,16373,3456,6271,35413,25996,2109,4590,105560,275077,20514,16391,16664,15847,14585,16573,12770,12910,12245,24409,29629,32495,21576,11241,9399,7829,49592,11069,29093,49223,75844,156534,267141,51585,513061,583154,339329,338993,318308,20685,336,243825,207860,19596,29247,1234,5311,338976,275077,63899,275077,189463,85614,189463,102075,87388,85614,725,189463,3391,2078,1342,2330,2483,3475,3586,7853,10872,13715,13817,15381,12554,23052,14273,15315,10136,11941,7242,7845,2641,2351,1057,516,784,2015
NY-24,347857,22420,21053,14559,11117,5314,5325,15004,24048,21433,19316,19541,24014,26445,24598,9776,14319,8253,9491,11921,7992,5626,6275,361102,19196,21797,14352,12936,7099,5540,11918,22628,21915,18728,21481,23757,27258,26772,9911,14089,9800,10600,12758,9685,7470,12265,708959,600147,59255,3370,19025,487,6763,19912,677748,31211,664650,560518,95095,9037,44309,482165,47504,139470,148034,85995,61162,600332,61509,21339,11862,6187,329195,8143,12583,11854,178750,48120,9762,482165,43962,16223,5452,3323,42033,28952,4689,2523,99153,276624,18869,13920,12932,13799,13750,13930,12564,12932,13485,22492,29901,36073,24306,13554,14800,9317,55014,12516,33385,55143,84773,172481,290497,41832,513942,575874,360106,359462,335712,23750,644,215768,225178,19982,20947,434,4895,314991,276624,38367,276624,184899,91725,184899,117331,67568,91725,793,184899,1611,1312,481,1123,846,815,867,2994,4055,7448,9867,12471,12846,29769,24210,20001,12172,16701,9003,9206,2331,2827,958,554,988,2015
NY-25,348669,21884,20628,14205,12094,6013,5116,15588,27324,22928,18442,20629,22528,24419,25449,8763,12212,7090,10998,11430,8291,5612,5871,374287,19434,22197,13262,10813,6756,5331,15044,27088,23833,22105,20797,24483,26891,24918,9452,15950,7333,11588,15936,11005,6891,13249,722956,545382,117159,3564,29086,99,10714,16952,660916,62040,656453,534330,101896,20227,66503,493505,51725,122268,140589,100459,78464,597327,80377,18789,11561,7307,343693,11751,10575,12713,179887,48990,10179,493505,49319,22633,7417,6039,51140,34204,4539,3632,105531,288441,22922,15319,13553,14139,13159,14307,15001,13638,13616,20685,28165,38132,24477,15049,14487,11792,53594,11622,32041,54138,85420,173973,287265,36083,533942,587420,379558,379323,353810,25513,235,207862,230064,16257,19449,348,5363,314407,288441,25966,288441,183069,105372,183069,122422,60647,105372,855,183069,1158,841,722,613,664,1128,788,2105,3503,6043,5920,8591,10648,28979,27903,24585,14882,17709,10348,9684,3301,1797,560,278,1102,2015
NY-26,342106,19201,22250,13684,10171,6091,6269,15373,29674,24350,18140,18150,19326,23457,24515,9661,11614,7732,7274,11898,8280,6877,5999,372652,21782,19379,12276,9834,6672,4846,17579,29355,24559,20677,19026,21672,25390,27992,10110,12866,7324,10407,15522,11600,9757,13284,714758,506459,132066,3128,29144,285,23018,20658,668361,46397,656933,567176,76238,13519,57825,486488,55445,141934,144311,81262,63536,615294,63273,14462,6202,5791,328418,18712,9264,7754,179755,46755,12941,486488,39687,18352,5638,3961,41575,28618,4230,2737,144823,301958,33129,20626,19252,19607,15603,16370,14386,11698,12822,22022,26553,37924,21094,12087,10984,7801,45106,8789,24560,44641,74074,153868,261635,41449,521477,580180,354860,354463,334536,19927,397,225320,219689,13524,22700,432,4050,340322,301958,38364,301958,176027,125931,176027,106401,69626,125931,731,176027,838,1049,1653,2035,1703,2808,1853,5160,8405,8527,9210,11739,13693,28688,21062,18638,9162,11943,6518,5898,2121,2172,511,120,842,2015
NY-27,358751,19520,21150,15116,8935,3431,4437,14462,21130,20380,20731,22826,27756,30128,29670,12053,13202,9096,11916,14955,9453,6227,4930,359043,19164,19575,14632,8440,4033,4145,13059,18658,18265,18766,21557,26804,29644,29819,12239,13436,8753,13003,16583,11418,8714,12083,717794,674144,17814,3569,7889,91,4855,9432,699933,17861,691974,614160,73984,3830,25820,514195,39957,159348,164318,86210,64362,640084,44375,20533,6443,856,347429,1143,7502,11043,159032,33118,6168,514195,43596,19032,4842,3847,42614,32036,2989,1616,63962,281990,13222,12942,13094,12395,11108,13097,12784,12694,11412,21602,31500,41409,30496,18076,15379,10780,62566,15125,38114,62570,93652,185210,324131,48476,526427,595465,372262,372028,355711,16317,234,223203,247579,27006,28093,955,4847,311183,281990,29193,281990,215647,66343,215647,135824,79823,66343,741,215647,3456,1984,1566,1381,1192,694,702,3175,4008,5713,8560,12290,11391,27391,25067,25879,17600,22915,15824,15689,4687,2917,984,117,1008,2015
NC-01,344180,22764,24930,13517,12292,5273,5637,19680,23096,21534,19038,20523,21227,25279,22348,9460,11204,7319,9762,9943,8358,5656,4091,384308,24387,21388,11837,10894,6750,5173,14449,28863,25155,24630,20404,20541,24714,25179,10818,16948,9800,13177,15063,11079,9671,9882,728488,291403,381897,8915,11443,920,14516,19394,664075,64413,680125,494525,180457,5143,48363,484762,96464,147303,140810,62624,37561,603408,62530,30076,20374,3610,299787,5081,8154,8562,184757,43286,11557,484762,26418,8796,3361,1832,36206,16987,3059,3526,178027,283132,32079,25473,25129,20329,19908,18106,14595,14179,12170,21034,22855,27395,13300,6216,5727,4637,35148,8319,20399,35259,57981,128032,222902,44601,518226,580363,338869,336786,306077,30709,2083,241494,211379,20253,29774,1222,9494,339419,283132,56287,283132,148952,134180,148952,86026,62926,134180,757,148952,6618,2071,1538,1551,1414,3052,2679,5101,6719,8440,8736,9485,9469,17002,15755,11639,9637,10864,6032,5569,2170,2435,518,170,793,2015
NC-02,389212,27502,28999,15725,11104,6161,5506,14820,25348,24063,27087,29403,27257,25896,25000,8179,9631,6932,9418,11638,7779,6459,3552,406988,26996,29398,16720,9363,4112,4820,13004,25919,29158,25429,31809,27864,27408,26312,9844,11324,8188,11589,15450,10870,8401,6630,796200,564217,132531,7414,31908,821,33622,25687,706425,89775,724218,404907,301208,18103,71982,523837,66750,130193,164565,101149,61180,649124,65470,30777,34799,4901,356782,1179,7189,17829,207425,43252,5543,523837,47501,20133,5363,4978,53648,23131,3953,3622,113843,290173,19102,13959,15856,17284,14365,15612,13545,14631,12391,23077,28683,36923,24011,15128,13569,12037,52471,12517,31682,53175,84119,174348,295579,66682,503452,612538,389594,367001,341450,25551,22593,222944,245965,23588,27163,553,8301,328171,290173,37998,290173,190286,99887,190286,123846,66440,99887,880,190286,3655,1770,1333,976,1862,1669,816,2999,4436,4928,7395,9301,7804,18860,15856,18865,12836,21058,17436,17765,7852,7417,1481,718,941,2015
NC-03,379592,21963,19861,12963,15378,10857,12952,26452,31203,21669,23202,20113,21459,20684,21949,9310,12012,9424,10588,12863,9675,5066,4241,377383,20575,23518,13704,13319,7463,8862,21114,23274,24481,19670,21356,20605,24423,25317,10379,13530,8225,13142,14364,11132,8898,7750,756975,562614,141284,3709,10511,341,14782,23734,704094,52881,726184,392459,323626,10099,30791,480004,48491,141242,172468,80183,37620,599592,68829,32596,39935,6011,345005,1901,10670,15627,198956,66773,8370,480004,34406,11865,3373,2708,45777,15188,2358,2128,123237,288496,21475,17299,16987,20464,15330,18218,15504,16381,14616,24113,28811,32561,20878,10327,8326,7206,45716,11183,28036,45647,71246,150367,262296,71653,488443,614338,384762,348457,316554,31903,36305,229576,205006,25601,18577,726,5148,376709,288496,88213,288496,176887,111609,176887,109482,67405,111609,869,176887,4385,1565,1215,1582,1131,1877,1207,3361,4205,5040,6200,8225,6183,16097,18593,19943,13398,19935,13959,13208,7115,5079,1532,615,922,2015
NC-04,397593,27696,21113,14020,15179,6288,10951,25486,40435,32831,29290,23911,23974,22139,20103,9021,10218,6526,7312,9257,5822,4510,2851,413470,23801,22059,13522,15269,8296,8820,22534,41510,32227,27059,25152,24428,26145,24325,9462,10895,7427,11158,11226,8268,5478,7817,811063,441648,257098,4651,49382,698,33911,23675,712698,98365,693948,387104,292593,14251,117115,520777,56787,102377,143914,121133,96566,621490,97212,38486,33960,9409,402936,12562,10054,24272,236521,80591,21025,520777,55390,27087,7103,10464,65743,35588,6427,9897,146998,317195,25387,15202,16956,20237,18303,17228,13371,16797,16759,23079,33958,32244,22780,13706,12688,18500,49423,11434,29572,49666,79392,192349,348680,48498,576348,651524,438273,429519,403882,25637,8754,213251,283529,24331,20867,1951,5955,349104,317195,31909,317195,159409,157786,159409,114675,44734,157786,912,159409,2687,1616,950,671,378,1058,200,1351,1678,2235,4130,4553,5603,14929,15853,18718,11975,18592,13712,15485,9406,8490,3474,1252,1086,2015
NC-05,369791,21657,27663,14690,13311,5145,6420,15170,20630,22381,22442,24429,25052,27139,26930,8449,13621,8535,12049,14213,10743,5185,5044,385420,21326,20785,14012,14371,7067,6377,10987,22481,19618,22679,25693,25057,28984,28870,8370,16207,9547,13933,17198,13964,9523,8729,755211,605416,97576,2548,13731,990,23318,11632,689046,66165,707442,480416,219619,7407,47769,517695,75110,147476,156142,90089,48878,635162,62483,31215,17630,2253,333502,2668,4710,14905,186708,50452,7648,517695,41690,13973,5809,3239,48399,18905,3777,3175,126549,299365,23730,18936,20694,17372,16715,21734,16666,14238,14000,22285,29210,34206,17438,10876,11080,10185,44817,10675,27131,44717,72181,163753,295030,51344,544645,616097,367620,367066,341477,25589,554,248477,240674,22247,34995,992,8759,354572,299365,55207,299365,201836,97529,201836,122496,79340,97529,715,201836,5374,2391,1469,1048,1482,2028,934,3289,4173,3975,7166,9476,10386,22381,23162,24827,13530,21814,14879,14887,4192,6258,1104,1033,779,2015
NC-06,368564,21725,25341,15298,11477,6222,5451,12086,22618,19483,20672,25850,26174,28601,26666,11548,13615,7840,13307,14281,9466,5916,5875,384996,23483,21411,12380,10756,5341,5144,13098,20551,21071,21282,26824,28162,29375,29133,11254,15718,8710,14293,16521,11765,9350,12305,753560,578894,120965,2345,17337,368,14424,19227,707786,45774,709488,475630,226537,7321,44072,528226,65978,137827,166486,101934,56001,657758,48126,22131,16076,3030,346959,777,4598,16361,175788,40845,7886,528226,46390,16072,5110,4400,55544,23102,3799,3518,99598,298146,19336,18645,17772,15676,16593,17507,16269,16110,13045,24450,25879,37355,21434,13373,12050,12652,49111,11756,29953,49112,79316,178990,324814,46601,551112,616000,374401,374313,353041,21272,88,241599,247523,25971,23736,1641,7680,334219,298146,36073,298146,207815,90331,207815,133078,74737,90331,773,207815,4475,1692,1464,1879,1333,1446,1050,2449,3443,6359,7468,7815,8793,20060,24031,25586,16237,23876,16184,16436,7062,5381,1820,947,888,2015
NC-07,386745,27597,26848,16116,10377,4974,4073,15738,19846,22747,24485,26649,25349,26432,23358,10563,15683,12050,14921,15350,12480,5817,3669,398379,23837,24528,15431,7390,2125,3616,13447,24186,22173,24216,27323,27598,28271,29601,12244,16584,10073,16716,20016,12094,8723,7606,785124,595543,130877,15112,6399,46,20203,16944,704838,80286,733488,473501,252711,7276,51636,546823,80606,152415,181854,86453,45495,669982,60698,27135,16105,2401,335449,326,3569,19696,181651,33136,3905,546823,38209,14191,3472,2704,48244,20170,2692,2266,127689,297420,24569,20026,15011,17269,17076,16663,13931,15625,13382,25567,28536,35417,22555,13144,9960,8689,47426,10581,28321,48001,75261,159735,278625,54485,552717,629749,365308,363947,341093,22854,1361,264441,230693,30597,25481,938,7925,372643,297420,75223,297420,212899,84521,212899,125482,87417,84521,788,212899,5314,3367,2085,2688,1130,3350,1398,4037,6819,6881,8401,9311,6855,21382,16691,19806,14251,24236,15709,18761,9078,6885,2385,1227,882,2015
NC-08,368246,27112,26109,17811,10447,5798,4244,16213,21602,22641,21788,26184,25506,25566,25020,8991,11169,8071,10428,14271,9086,4698,4053,381857,23429,25958,16214,8526,3665,5351,14304,22514,20497,24434,27823,26155,25630,25368,9992,12360,10670,12032,15770,11088,8070,8456,750103,496008,149779,53313,7042,0,29256,14705,679757,70346,703354,504140,193663,5551,46749,499933,85168,162504,162255,64665,25341,656467,50730,22600,11449,745,315884,1024,3246,8977,183098,31961,4310,499933,28092,6107,2206,1537,36573,12364,1617,1510,134894,274863,24551,18530,17548,17817,15213,15595,15787,15256,12727,23743,28793,30344,18383,9463,6134,4979,43792,9882,26153,43962,68142,136035,223880,47751,520260,591045,347953,347483,321128,26355,470,243092,230853,31149,35010,1400,10565,311915,274863,37052,274863,183732,91131,183732,108335,75397,91131,725,183732,4879,3421,1217,1742,1333,1791,1820,6270,7216,7994,9963,10486,8386,24774,19333,18778,12169,14628,8933,9961,3303,3121,1041,671,771,2015
NC-09,396093,29430,29869,18979,8902,3436,4366,13318,24551,25668,26843,30828,31931,28730,26879,9365,10724,8082,8986,11311,6846,4843,3998,432836,30730,31212,16970,7985,3377,4204,13990,26489,29973,34257,32909,32646,31624,29661,8151,15149,7828,10836,13466,9905,6806,7097,828929,642309,110469,2411,39062,0,16900,17778,755191,73738,736797,326094,398831,11872,92132,556382,34490,93945,152475,179798,95674,690313,71279,18554,33223,3838,415296,7584,5361,31688,215998,35624,9278,556382,86136,32178,10537,4029,93662,39307,6478,3145,66975,308973,10298,9198,9160,10830,10995,13050,10240,11942,11671,26221,28116,40823,33155,22276,25602,35396,76101,19596,46999,76080,117913,267017,473506,41792,573895,638425,446474,446201,424009,22192,273,191951,307080,19334,16759,1254,4563,328526,308973,19553,308973,221371,87602,221371,168085,53286,87602,1107,221371,1320,735,715,366,478,666,299,806,685,1433,2024,2910,3208,13447,17338,20049,16300,27064,23461,35500,17759,19360,7921,4275,1324,2015
NC-10,366660,23669,23006,15551,9509,4650,5823,14685,21399,22884,22391,23323,25896,27371,25456,9683,12678,9867,12940,14401,9150,6754,4053,385249,23073,21371,13825,8490,4370,4420,13069,24807,22563,21809,25143,26632,28093,26913,10537,15633,9370,14777,18242,13042,8457,10893,751909,613489,88470,2558,11458,416,21597,13921,704185,47724,714101,494112,214710,5279,37808,525157,81712,161153,160367,79161,42764,655119,46885,21081,20547,1059,321457,1055,5416,13161,164485,32571,4372,525157,36263,12940,4652,1871,42898,18601,2805,1895,121936,288451,22163,20615,20774,17727,16701,19505,17907,16966,14546,22236,27627,29135,17821,7995,9070,7663,42154,10423,26211,42439,66790,151193,271985,45163,544588,609300,354092,353670,326871,26799,422,255208,230064,22078,35645,1008,13606,335810,288451,47359,288451,194133,94318,194133,111804,82329,94318,721,194133,4432,2119,1922,2194,1018,1215,1553,4389,8104,6885,9414,8152,8426,24450,20210,19206,11326,17657,10982,12826,6610,7164,1723,1131,743,2015
NC-11,361289,18923,23773,14146,8656,5861,4290,12731,19807,19186,21331,22375,23461,26277,27657,9852,15253,10493,14275,18167,11918,9773,6074,378495,18230,20139,12121,8848,4382,5077,11391,19325,18917,20143,24288,24321,27641,29260,10690,19791,11199,15494,21065,16369,11578,11178,739784,664942,23758,12834,9101,224,17600,11325,695716,44068,703234,450968,247087,5179,36550,537158,79743,158343,173436,77771,47865,638288,48703,24600,20167,1292,307172,974,4742,12348,151514,32419,4812,537158,35535,13024,4593,2779,42236,21234,3288,2947,114686,302408,21609,23137,21352,18657,21785,17708,19106,16194,13952,25935,31636,33003,16151,8041,7422,6720,42079,10979,25978,42485,65566,139247,243174,54884,543098,616255,333786,333374,314754,18620,412,282469,212658,28081,30965,660,8217,396610,302408,94202,302408,213886,88522,213886,114551,99335,88522,671,213886,5851,2196,1882,2020,1858,2396,1049,4933,6594,7629,6126,8790,8161,24015,18382,22315,13833,24861,17394,15932,7075,6111,2177,1045,658,2015
